datetime,total_kw
2024-01-01 00:15:00,13.972
2024-01-01 00:30:00,18.928
2024-01-01 00:45:00,9.404
2024-01-01 01:00:00,13.496
2024-01-01 01:15:00,17.608
2024-01-01 01:30:00,8.596
2024-01-01 01:45:00,18.22
2024-01-01 02:00:00,14.004
2024-01-01 02:15:00,9.168
2024-01-01 02:30:00,15.284
2024-01-01 02:45:00,23.311999999999998
2024-01-01 03:00:00,14.104
2024-01-01 03:15:00,21.356
2024-01-01 03:30:00,21.428
2024-01-01 03:45:00,13.412
2024-01-01 04:00:00,16.828
2024-01-01 04:15:00,18.168
2024-01-01 04:30:00,14.376
2024-01-01 04:45:00,25.18
2024-01-01 05:00:00,14.176
2024-01-01 05:15:00,18.56
2024-01-01 05:30:00,16.572
2024-01-01 05:45:00,19.48
2024-01-01 06:00:00,11.328
2024-01-01 06:15:00,17.9
2024-01-01 06:30:00,12.904
2024-01-01 06:45:00,17.428
2024-01-01 07:00:00,20.939999999999998
2024-01-01 07:15:00,11.532
2024-01-01 07:30:00,25.428
2024-01-01 07:45:00,22.108
2024-01-01 08:00:00,26.772000000000002
2024-01-01 08:15:00,23.688
2024-01-01 08:30:00,20.968
2024-01-01 08:45:00,17.384
2024-01-01 09:00:00,25.556
2024-01-01 09:15:00,10.612
2024-01-01 09:30:00,19.54
2024-01-01 09:45:00,18.564
2024-01-01 10:00:00,20.784
2024-01-01 10:15:00,19.364
2024-01-01 10:30:00,17.432
2024-01-01 10:45:00,23.396
2024-01-01 11:00:00,13.032
2024-01-01 11:15:00,19.656
2024-01-01 11:30:00,30.76
2024-01-01 11:45:00,23.652
2024-01-01 12:00:00,17.052
2024-01-01 12:15:00,14.128
2024-01-01 12:30:00,13.24
2024-01-01 12:45:00,15.496
2024-01-01 13:00:00,14.084
2024-01-01 13:15:00,13.304
2024-01-01 13:30:00,20.552
2024-01-01 13:45:00,22.068
2024-01-01 14:00:00,16.812
2024-01-01 14:15:00,17.003999999999998
2024-01-01 14:30:00,14.408
2024-01-01 14:45:00,11.188
2024-01-01 15:00:00,12.412
2024-01-01 15:15:00,14.032
2024-01-01 15:30:00,11.44
2024-01-01 15:45:00,13.120000000000001
2024-01-01 16:00:00,9.316
2024-01-01 16:15:00,11.148
2024-01-01 16:30:00,10.888
2024-01-01 16:45:00,13.888
2024-01-01 17:00:00,12.468
2024-01-01 17:15:00,13.644
2024-01-01 17:30:00,14.02
2024-01-01 17:45:00,25.344
2024-01-01 18:00:00,18.907999999999998
2024-01-01 18:15:00,14.724
2024-01-01 18:30:00,16.124
2024-01-01 18:45:00,16.26
2024-01-01 19:00:00,23.38
2024-01-01 19:15:00,23.28
2024-01-01 19:30:00,21.564
2024-01-01 19:45:00,23.06
2024-01-01 20:00:00,19.144000000000002
2024-01-01 20:15:00,18.876
2024-01-01 20:30:00,13.528
2024-01-01 20:45:00,14.7
2024-01-01 21:00:00,15.772
2024-01-01 21:15:00,15.376000000000001
2024-01-01 21:30:00,15.604000000000001
2024-01-01 21:45:00,19.296
2024-01-01 22:00:00,13.084
2024-01-01 22:15:00,17.652
2024-01-01 22:30:00,19.2
2024-01-01 22:45:00,15.384
2024-01-01 23:00:00,19.14
2024-01-01 23:15:00,21.284
2024-01-01 23:30:00,20.992
2024-01-01 23:45:00,14.171999999999999
2024-01-02 00:00:00,17.38
2024-01-02 00:15:00,7.968
2024-01-02 00:30:00,16.144
2024-01-02 00:45:00,9.235999999999999
2024-01-02 01:00:00,15.228
2024-01-02 01:15:00,8.856
2024-01-02 01:30:00,13.964
2024-01-02 01:45:00,16.656
2024-01-02 02:00:00,10.632
2024-01-02 02:15:00,12.08
2024-01-02 02:30:00,10.815999999999999
2024-01-02 02:45:00,19.208000000000002
2024-01-02 03:00:00,9.872
2024-01-02 03:15:00,9.108
2024-01-02 03:30:00,17.656000000000002
2024-01-02 03:45:00,15.612
2024-01-02 04:00:00,14.1
2024-01-02 04:15:00,13.472
2024-01-02 04:30:00,12.572
2024-01-02 04:45:00,16.7
2024-01-02 05:00:00,15.412
2024-01-02 05:15:00,10.448
2024-01-02 05:30:00,24.096
2024-01-02 05:45:00,13.24
2024-01-02 06:00:00,17.392
2024-01-02 06:15:00,18.544
2024-01-02 06:30:00,11.464
2024-01-02 06:45:00,23.484
2024-01-02 07:00:00,23.0
2024-01-02 07:15:00,21.823999999999998
2024-01-02 07:30:00,29.352
2024-01-02 07:45:00,18.984
2024-01-02 08:00:00,25.108
2024-01-02 08:15:00,19.304000000000002
2024-01-02 08:30:00,25.544
2024-01-02 08:45:00,20.444
2024-01-02 09:00:00,29.104
2024-01-02 09:15:00,15.600000000000001
2024-01-02 09:30:00,24.948
2024-01-02 09:45:00,27.076
2024-01-02 10:00:00,19.78
2024-01-02 10:15:00,17.288
2024-01-02 10:30:00,16.304
2024-01-02 10:45:00,17.372
2024-01-02 11:00:00,20.784
2024-01-02 11:15:00,18.964
2024-01-02 11:30:00,24.568
2024-01-02 11:45:00,14.632000000000001
2024-01-02 12:00:00,16.352
2024-01-02 12:15:00,16.400000000000002
2024-01-02 12:30:00,10.14
2024-01-02 12:45:00,20.035999999999998
2024-01-02 13:00:00,12.068
2024-01-02 13:15:00,18.76
2024-01-02 13:30:00,19.516000000000002
2024-01-02 13:45:00,14.32
2024-01-02 14:00:00,17.8
2024-01-02 14:15:00,11.98
2024-01-02 14:30:00,13.544
2024-01-02 14:45:00,11.536
2024-01-02 15:00:00,9.56
2024-01-02 15:15:00,7.264
2024-01-02 15:30:00,12.596
2024-01-02 15:45:00,10.46
2024-01-02 16:00:00,10.18
2024-01-02 16:15:00,9.428
2024-01-02 16:30:00,14.6
2024-01-02 16:45:00,20.072
2024-01-02 17:00:00,14.112
2024-01-02 17:15:00,20.811999999999998
2024-01-02 17:30:00,16.164
2024-01-02 17:45:00,16.816
2024-01-02 18:00:00,18.404
2024-01-02 18:15:00,19.88
2024-01-02 18:30:00,18.032
2024-01-02 18:45:00,11.604000000000001
2024-01-02 19:00:00,18.372
2024-01-02 19:15:00,16.048
2024-01-02 19:30:00,12.228
2024-01-02 19:45:00,15.86
2024-01-02 20:00:00,17.28
2024-01-02 20:15:00,11.868
2024-01-02 20:30:00,17.46
2024-01-02 20:45:00,18.96
2024-01-02 21:00:00,13.456
2024-01-02 21:15:00,19.78
2024-01-02 21:30:00,11.404
2024-01-02 21:45:00,24.344
2024-01-02 22:00:00,20.476
2024-01-02 22:15:00,12.42
2024-01-02 22:30:00,19.82
2024-01-02 22:45:00,16.528
2024-01-02 23:00:00,19.336
2024-01-02 23:15:00,18.996
2024-01-02 23:30:00,12.748
2024-01-02 23:45:00,12.868
2024-01-03 00:00:00,11.664
2024-01-03 00:15:00,7.748
2024-01-03 00:30:00,17.54
2024-01-03 00:45:00,13.744
2024-01-03 01:00:00,8.288
2024-01-03 01:15:00,15.1
2024-01-03 01:30:00,8.076
2024-01-03 01:45:00,17.736
2024-01-03 02:00:00,11.496
2024-01-03 02:15:00,9.272
2024-01-03 02:30:00,17.988
2024-01-03 02:45:00,15.508000000000001
2024-01-03 03:00:00,11.576
2024-01-03 03:15:00,16.976
2024-01-03 03:30:00,13.644
2024-01-03 03:45:00,16.712
2024-01-03 04:00:00,11.992
2024-01-03 04:15:00,14.716
2024-01-03 04:30:00,18.292
2024-01-03 04:45:00,14.772
2024-01-03 05:00:00,15.2
2024-01-03 05:15:00,12.436
2024-01-03 05:30:00,18.06
2024-01-03 05:45:00,19.46
