datetime,total_kw
2024-08-01 00:15:00,7.800000000000001
2024-08-01 00:30:00,7.896
2024-08-01 00:45:00,8.208
2024-08-01 01:00:00,5.588
2024-08-01 01:15:00,6.176
2024-08-01 01:30:00,6.5040000000000004
2024-08-01 01:45:00,6.1
2024-08-01 02:00:00,8.748
2024-08-01 02:15:00,3.8320000000000003
2024-08-01 02:30:00,7.4719999999999995
2024-08-01 02:45:00,3.768
2024-08-01 03:00:00,4.432
2024-08-01 03:15:00,3.872
2024-08-01 03:30:00,4.12
2024-08-01 03:45:00,5.464
2024-08-01 04:00:00,3.676
2024-08-01 04:15:00,4.664
2024-08-01 04:30:00,3.944
2024-08-01 04:45:00,3.468
2024-08-01 05:00:00,5.736000000000001
2024-08-01 05:15:00,4.268
2024-08-01 05:30:00,3.716
2024-08-01 05:45:00,3.008
2024-08-01 06:00:00,3.076
2024-08-01 06:15:00,4.867999999999999
2024-08-01 06:30:00,4.868
2024-08-01 06:45:00,3.752
2024-08-01 07:00:00,3.168
2024-08-01 07:15:00,3.2880000000000003
2024-08-01 07:30:00,5.172
2024-08-01 07:45:00,4.816
2024-08-01 08:00:00,6.196000000000001
2024-08-01 08:15:00,6.068
2024-08-01 08:30:00,4.552
2024-08-01 08:45:00,4.92
2024-08-01 09:00:00,3.528
2024-08-01 09:15:00,4.712
2024-08-01 09:30:00,5.7
2024-08-01 09:45:00,7.3919999999999995
2024-08-01 10:00:00,6.612
2024-08-01 10:15:00,7.436
2024-08-01 10:30:00,3.572
2024-08-01 10:45:00,6.712
2024-08-01 11:00:00,5.644
2024-08-01 11:15:00,6.936
2024-08-01 11:30:00,8.732
2024-08-01 11:45:00,9.2
2024-08-01 12:00:00,11.772
2024-08-01 12:15:00,8.564
2024-08-01 12:30:00,8.876
2024-08-01 12:45:00,10.708
2024-08-01 13:00:00,13.552
2024-08-01 13:15:00,13.256
2024-08-01 13:30:00,12.652000000000001
2024-08-01 13:45:00,12.712
2024-08-01 14:00:00,17.144
2024-08-01 14:15:00,19.131999999999998
2024-08-01 14:30:00,19.924
2024-08-01 14:45:00,20.652
2024-08-01 15:00:00,15.86
2024-08-01 15:15:00,16.972
2024-08-01 15:30:00,16.328
2024-08-01 15:45:00,17.828
2024-08-01 16:00:00,15.459999999999999
2024-08-01 16:15:00,16.044
2024-08-01 16:30:00,16.072
2024-08-01 16:45:00,16.14
2024-08-01 17:00:00,18.708
2024-08-01 17:15:00,17.452
2024-08-01 17:30:00,19.195999999999998
2024-08-01 17:45:00,16.036
2024-08-01 18:00:00,17.524
2024-08-01 18:15:00,14.46
2024-08-01 18:30:00,15.656
2024-08-01 18:45:00,11.932
2024-08-01 19:00:00,18.556
2024-08-01 19:15:00,15.44
2024-08-01 19:30:00,15.612
2024-08-01 19:45:00,16.408
2024-08-01 20:00:00,14.452
2024-08-01 20:15:00,16.064
2024-08-01 20:30:00,13.436
2024-08-01 20:45:00,14.32
2024-08-01 21:00:00,14.564
2024-08-01 21:15:00,15.968
2024-08-01 21:30:00,12.776
2024-08-01 21:45:00,12.74
